transaction_id,account_ref,merchant_name,mcc_category,amount,transaction_date,transaction_time,channel,status
TXN9006430,ACC-100162,Walmart,Fuel,1493.6,02/28/2026,07:00:11,Mobile,Approved
TXN9004326,ACC100727,Walmart,Utilities,2050.94,09/20/2024,04:34:29,Online,Approved
TXN9011958,ACC100474,Home Depot,Retail,1771.27,09-08-2025,22:38:42,Online,PENDING
TXN9010010,ACC100965,Amazon,Transfer,1085.51,16/04/2026,08:10:31,Mobile,Approved
TXN9007311,ACC-101088,Delta Airlines,Cash,277.89,03/19/2025,13:35:43,Mobile,Reversed
TXN9013458,ACC100063,ATM Withdrawal,Transfer,n/a,"Feb 15, 2026",08:03:08,ATM,Declined
TXN9015011,ACC-100115,Apple Store,Utilities,175.4,2024-09-10,12:56:14,mobile,Approved
TXN9007591,ACC-100570,ATM Withdrawal,Dining,185.11,2025-08-17,21:45:03,ATM,Approved
TXN9011752,acc101264,Target,Transfer,1146.71,"Nov 22, 2025",20:24:38,ATM,Approved
TXN9008697,ACC101144,Wire Transfer,Transfer,1762.41,2026-06-08,13:12:29,ATM,Approved
TXN9014735,ACC-100774,Delta Airlines,Cash,1373.91,"Jan 24, 2025",18:23:53,Online,Approved
TXN9003745,ACC-101042,Amazon,Transfer,1898.8,31/12/2025,08:29:25,POS,Approved
TXN9001430,ACC-100497,Netflix,Cash,1794.86,23-05-2025,11:00:11,atm,Approved
TXN9009723,ACC100921,Shell Gas,Retail,1496.97,01-09-2024,05:37:19,ATM,Approved
TXN9011206,ACC-100214,Payroll Deposit,Travel,191.92 usd,"Mar 14, 2025",09:17:52,POS,Approved
TXN9012964,ACC-100950,ATM Withdrawal,Entertainment,1279.85,27/06/2026,null,POS,Approved
TXN9010695,ACC-100094,   Netflix   ,Entertainment,1499.37,"Apr 27, 2026",21:05:34,ATM,Approved
TXN9002931,ACC-101198,Apple Store,Utilities,1495.83,20240909,03:33:12,POS,Declined
TXN9007950,ACC-100679,Target,Retail,131.63,23/11/2024,21:26:10,POS,Approved
TXN9015009,ACC-101273,Target,Groceries,1678.39,13/06/2026,16:22:06,Mobile,Approved
TXN9011613,ACC-100052,best buy,n/a,1469.47,"Feb 04, 2025",14:02:42,ATM,Approved
TXN9015734,ACC100215,Shell Gas,unknown,810.57,"Jun 02, 2025",14:43:41,ATM,Approved
TXN9004628,ACC100325,Amazon,Dining,1482.58,02/22/2025,06:33:51,POS,Approved
TXN9002764,ACC-100015,Shell Gas,Entertainment,2154.84,2026-06-25,20:40:14,Mobile,Approved
txn9004114,ACC-100522,Starbucks,Dining,2434.28,07/30/2025,null,ATM,Reversed
TXN9005820,ACC100892,Uber,Utilities,2268.43,2026-03-17,10:02:31,POS,Approved
TXN9010750,ACC100308,Netflix,Entertainment,1547.2,03/04/2026,16:57:16,Mobile,Approved
TXN9002337,ACC-100530,Best Buy,  Utilities   ,1396.51,24-06-2025,03:37:45,Mobile,Approved
TXN9010944,ACC100296,Netflix,Groceries,1830.59,02-10-2024,19:45:04,Online,Approved
TXN9005603,ACC-100197,Amazon,Dining,"$1,036.41","Sep 21, 2024",03:12:55,Mobile,Approved
TXN9001804,ACC-100637,Netflix,Fuel,1838.4,"Jul 12, 2026",n/a,Mobile,Declined
TXN9003674,ACC-100205,   Best Buy   ,Cash,2318.64,01/30/2025,08:41:10,ATM,Approved
TXN9011776,ACC100179,Wire Transfer,Utilities,2149.25,02/17/2025,05:37:19,Mobile,Approved
TXN9003025,ACC100919,Best Buy,Utilities,481.22,28-05-2025,22:59:01,MOBILE,approved
TXN9000183,ACC-101229,Delta Airlines,Travel,768.74,05/04/2026,17:48:23,ATM,Approved
TXN9000386,ACC-100359,Delta Airlines,null,1628.16,07/17/2026,21:39:31,pos,Approved
TXN9010755,ACC100602,Whole Foods,Travel,56.99,2025-10-25,11:48:49,Mobile,Approved
TXN9006282,ACC-101082,Starbucks,null,"$1,159.60",24/10/2024,05:00:01,ATM,Declined
TXN9014199,ACC-100145,Home Depot,Groceries,1644.58,10/10/2024,15:15:33,POS,Approved
txn9000370,acc952407,Uber,Transfer,1256.15,12-01-2025,08:34:49,POS,Declined
TXN9011703,ACC-101265,Whole Foods,Cash,990.65 usd,20250211,22:12:08,ATM,Approved
TXN9008164,ACC101130,Target,Fuel,1296.65,12-03-2025,08:43:05,Mobile,Approved
TXN9007396,ACC-101193,Walmart,Dining,355.15,22/01/2026,09:37:47,Mobile,Approved
TXN9004875,ACC-100952,Target,Utilities,889.92,31/01/2026,09:37:57,Online,Approved
TXN9008608,ACC-100226,Apple Store,Utilities,1075.17,07/06/2025,10:25:17,NULL,Approved
TXN9009239,ACC101247,sHELL gAS,Travel,1688.33,"Jul 17, 2025",23:35:54,POS,declined
TXN9009509,ACC-906665,Shell Gas,Cash,2319.51,"Jun 26, 2026",05:58:00,ATM,Declined
TXN9003661,ACC100264,Uber,Dining,730.86,20250610,23:08:01,Mobile,Declined
TXN9008846,ACC-101285,   Target   ,Transfer,1218.18,06-04-2026,22:10:42,Online,Declined
TXN9011532,ACC100264,CVS Pharmacy,Dining,397.65,18/12/2025,18:57:32,Mobile,   Approved   
TXN9007801,ACC-101284,Home Depot,Transfer,931.1,2024-09-20,n/a,Mobile,Pending
TXN9009630,ACC-101131,Costco,Entertainment,2191.56,03/08/2025,08:27:44,Online,Approved
TXN9001385,ACC-100043,Shell Gas,Entertainment,1111.64,28-06-2025,-,Mobile,Approved
TXN9010724,ACC100682,Payroll Deposit,Travel,2049.77,2025-02-02,18:59:34,-,Approved
TXN9013215,ACC-100339,ATM Withdrawal,Cash,488.58,20260619,06:13:57,Mobile,Approved
TXN9007853,ACC100855,   CVS Pharmacy   ,Groceries,451.21,05/04/2026,10:16:10,Online,Declined
TXN9006848,ACC101058,Apple Store,Entertainment,1004.11,2026-01-17,19:41:53,ATM,Approved
TXN9008621,ACC101210,Wire Transfer,Travel,506.36,16-12-2024,00:07:16,ATM,Approved
txn9007475,ACC-101293,Shell Gas,Transfer,267.32,"Jan 21, 2025",06:38:06,Mobile,Approved
TXN9007729,ACC-100975,ATM Withdrawal,Cash,366.81,04/30/2025,22:50:29,Mobile,Approved
TXN9001706,ACC-101105,uBER,Utilities,511.34,04/11/2025,17:01:06,Online,Declined
TXN9007837,ACC-100805,Wire Transfer,Cash,272.36,20/12/2025,22:22:25,ATM,Approved
TXN9005423,ACC-100075,Best Buy,Cash,417.34,15/03/2025,18:57:40,POS,Approved
TXN9003339,ACC-100960,Walmart,Travel,1458.94,2025-02-20,04:54:15,Online,approved
TXN9003966,ACC-100697,Shell Gas,Utilities,943.53,20250821,UNKNOWN,ATM,Approved
TXN9013128,ACC100435,Target,N/A,864.23,14-07-2025,07:25:22,POS,Approved
TXN9014046,ACC-100347,ATM Withdrawal,NULL,544.35,12-04-2025,19:42:05,POS,Approved
TXN9010953,ACC100241,Amazon,Fuel,1397.7,"Sep 29, 2025",09:57:45,POS,Approved
TXN9015026,ACC-100739,Uber,Entertainment,1008.06,25/09/2025,21:12:25,ATM,Approved
TXN9006247,ACC100753,ATM Withdrawal,Utilities,848.73,20260323,01:31:18,ATM,Declined
TXN9013063,ACC-100634,CVS Pharmacy,Retail,292.16,21-07-2025,10:05:01,ATM,Approved
TXN9015673,ACC-100588,Home Depot,Retail,2121.87,06/11/2026,08:29:47,Mobile,Approved
TXN9002024,ACC-100913,Target,Utilities,732.13,UNKNOWN,02:51:42,Mobile,Approved
TXN9003034,ACC-101162,Best Buy,Groceries,1572.19,2024-09-08,14:17:04,POS,Approved
TXN9012099,ACC-100468,Starbucks,Retail,NULL,"Sep 23, 2025",18:33:57,Online,Approved
TXN9010697,ACC-100510,Starbucks,Fuel,1972.64,01/01/2025,09:48:20,Mobile,Approved
TXN9004030,ACC101233,Home Depot,Retail,1816.11,20241205,04:49:54,ATM,Approved
TXN9005323,ACC101070,Netflix,Utilities,1403.74,"Oct 19, 2024",04:07:22,oNLINE,Approved
TXN9013502,ACC-100906,Uber,Fuel,1989.97,20260624,14:00:06,Online,Approved
TXN9014110,ACC100213,Costco,Travel,1265.09,20250123,21:10:52,POS,Approved
TXN9014090,ACC100902,Walmart,Dining,905.02,"Sep 17, 2025",13:26:29,POS,Approved
TXN9012837,ACC101168,   Best Buy   ,Retail,393.1,"Mar 13, 2025",06:39:26,POS,Approved
TXN9012029,ACC100906,Apple Store,Groceries,1363.39,2026-03-31,02:29:11,POS,Approved
TXN9005918,ACC100524,Amazon,Fuel,1115.83,20260805,17:29:47,Mobile,Approved
TXN9010704,ACC100521,Walmart,Transfer,801.32,"Aug 18, 2024",13:01:52,Online,Approved
TXN9002044,ACC100809,ATM Withdrawal,Utilities,519.35,19-09-2025,NULL,POS,Approved
TXN9015668,ACC-100531,Uber,,335.43,24-09-2025,11:56:51,Mobile,Approved
TXN9004119,ACC-922873,Walmart,Transfer,774.69,15-01-2026,16:57:54,Mobile,Declined
TXN9006340,ACC-100683,Shell Gas,Dining,2356.49,"Jul 14, 2025",01:38:14,ATM,Declined
TXN9014572,ACC101063,Amazon,Entertainment,750.73,20250409,06:14:51,Online,Approved
TXN9006800,ACC100415,Netflix,Dining,1946.33,2026-08-05,12:51:49,Mobile,Declined
TXN9006068,ACC-101187,Apple Store,Dining,1232.73,"Nov 26, 2024",21:31:53,Online,Approved
TXN9008758,ACC-975435,Shell Gas,Dining,1040.07,"Jun 04, 2025",16:42:27,ATM,Approved
TXN9015072,ACC-100820,Target,Retail,936.22,03/02/2025,03:29:28,ATM,Declined
TXN9000902,ACC100321,Delta Airlines,Travel,2406.56,16-05-2025,19:28:00,ATM,Approved
TXN9014029,ACC101078,Shell Gas,Retail,235.48,29/11/2024,10:16:52,Online,Approved
txn9003445,ACC101009,ATM Withdrawal,Dining,$93.77,01/30/2026,18:35:53,Mobile,Approved
TXN9006377,ACC-100555,Starbucks,Groceries,951.69,"Jun 11, 2026",20:51:52,ATM,Approved
TXN9015578,ACC100322,Shell Gas,Dining,2099.65,2025-11-16,13:09:23,Mobile,Pending
TXN9015004,  ACC100028   ,Netflix,Transfer,122.21,"Sep 25, 2024",19:18:08,mOBILE,Approved
TXN9010829,ACC100344,ATM Withdrawal,Groceries,n/a,2024-10-17,04:31:51,Mobile,Approved
TXN9014360,ACC-101257,Amazon,UNKNOWN,1516.7,"Dec 22, 2024",20:01:58,Mobile,Approved
TXN9008495,ACC-100268,Target,Entertainment,1722.24,20260625,13:09:53,Online,Approved
TXN9002101,ACC-100595,ATM Withdrawal,Entertainment,1188.36,12/25/2025,18:14:41,Online,Approved
TXN9010617,ACC100465,tARGET,Transfer,997.42,2026-04-07,UNKNOWN,   POS   ,APPROVED
TXN9010286,ACC100719,payroll deposit,Groceries,2017.74,19/02/2025,17:29:04,N/A,Approved
TXN9011457,ACC101128,Walmart,Fuel,1776.17,10/04/2026,15:06:10,Online,Approved
TXN9012361,ACC101234,Target,Dining,1473.13,2026-04-30,11:54:10,Mobile,Declined
TXN9009590,ACC-100176,ATM Withdrawal,Groceries,959.27,"May 21, 2025",17:53:47,Mobile,Approved
TXN9001388,ACC101114,Shell Gas,Groceries,null,"Apr 11, 2025",03:11:46,Mobile,Approved
TXN9004037,ACC100711,Apple Store,Utilities,2008.86,28/02/2026,22:23:13,POS,Approved
TXN9001305,ACC100611,Best Buy,Groceries,1184.03,2025-03-24,02:14:46,POS,Approved
   TXN9010036   ,ACC100500,Wire Transfer,Travel,-693.62,04/23/2025,22:43:55,N/A,Approved
TXN9000299,ACC965737,Amazon,Cash,1030.06,20250728,14:02:39,POS,Approved
TXN9008798,ACC101293,Wire Transfer,Transfer,1121.66,"Nov 12, 2025",11:32:06,POS,Approved
TXN9009675,ACC100013,Best Buy,Utilities,336.94,"May 15, 2026",15:14:00,Online,Approved
TXN9011817,ACC100985,Best Buy,Entertainment,987.78,22/01/2026,06:37:14,Online,Approved
TXN9014794,acc-100897,Starbucks,Travel,454.23,03/07/2025,06:26:11,   POS   ,APPROVED
TXN9001034,ACC100063,Amazon,Dining,1703.37,01/11/2025,10:53:16,POS,APPROVED
TXN9013217,ACC-100961,Starbucks,Fuel,1524.76,"Nov 23, 2024",13:46:26,POS,Declined
TXN9008853,acc-100932,home depot,Groceries,1162.93,"Dec 29, 2025",09:28:04,ATM,Approved
TXN9015006,ACC-100434,Wire Transfer,Cash,-90.37,2024-12-11,23:09:50,Online,Approved
TXN9005484,ACC-100587,Best Buy,,1856.01,03/03/2025,16:55:20,Online,Approved
TXN9001873,ACC-100302,Delta Airlines,Groceries,"$1,487.97",20240906,22:39:36,POS,Approved
TXN9007152,ACC100961,Home Depot,Transfer,97.66,03/06/2025,17:37:01,Mobile,Approved
TXN9015537,ACC-100159,ATM Withdrawal,Fuel,1434.99,01/24/2026,15:29:46,ATM,Approved
TXN9015377,ACC-100776,Netflix,Entertainment,2229.48,2025-06-03,22:36:10,POS,Declined
TXN9005335,ACC100826,Costco,Transfer,2177.0,2025-04-14,11:15:36,POS,Approved
TXN9013839,ACC-101068,Shell Gas,Entertainment,340.88,2024-11-05,08:58:39,Mobile,Approved
TXN9014203,ACC100890,Apple Store,Transfer,1225.64,05/11/2024,02:29:09,pos,Approved
TXN9004532,ACC-100657,Best Buy,Travel,872.43,2026-07-29,09:48:10,ATM,Reversed
TXN9014736,acc-101197,Target,Utilities,1322.91 usd,"Jun 08, 2025",06:13:20,Online,Approved
TXN9008489,ACC100293,Wire Transfer,Entertainment,N/A,30/05/2026,05:01:09,ATM,Approved
txn9005239,acc-100698,Costco,Travel,1481.93,16-10-2025,04:40:22,ATM,Pending
   TXN9012319   ,ACC-100453,Home Depot,Cash,1531.56,"May 07, 2025",11:57:40,pos,Approved
TXN9011847,ACC-100362,Starbucks,Cash,1409.11,"Jul 30, 2025",20:41:42,POS,Approved
TXN9003051,ACC-100126,sTARBUCKS,Utilities,525.65,02/21/2025,21:07:56,POS,Approved
TXN9007143,ACC-101041,Walmart,Travel,1173.77,"Apr 27, 2025",14:48:54,ATM,Approved
TXN9015279,ACC-101068,   Costco   ,Fuel,45.01,07-05-2025,n/a,POS,Approved
TXN9004610,ACC-100567,Delta Airlines,Utilities,285.83,20241025,NULL,Mobile,Approved
TXN9004726,ACC100810,Starbucks,Entertainment,977.64,-,05:53:47,Mobile,Approved
TXN9001139,ACC-100796,Walmart,Fuel,2357.13,02/15/2025,11:14:03,Online,Approved
TXN9009492,ACC100267,Uber,Retail,2245.12,"Dec 28, 2025",03:03:39,POS,Approved
TXN9012815,ACC-100618,Netflix,Retail,648.24,07/07/2025,13:10:06,   Online   ,Approved
TXN9012224,ACC-100055,Home Depot,Travel,288.79,"Nov 06, 2024",08:10:02,POS,Approved
TXN9007229,ACC901833,Shell Gas,Fuel,995.58,20260110,07:37:49,Mobile,APPROVED
TXN9008945,ACC922573,HOME DEPOT,Cash,1169.02,2025-08-22,14:24:45,POS,Approved
TXN9008354,ACC100800,Apple Store,Utilities,1009.88,null,20:25:26,POS,Approved
TXN9011232,ACC-100756,Shell Gas,Dining,2292.18,12/18/2025,02:04:10,ATM,Approved
TXN9007560,ACC-100362,Delta Airlines,tRANSFER,"$1,842.79",03/17/2025,22:31:48,Mobile,Approved
TXN9003031,acc101267,Costco,Travel,971.61,01/14/2026,21:15:10,Online,Approved
TXN9000211,ACC100805,ATM Withdrawal,Transfer,923.9,26/10/2024,10:28:22,POS,  Declined   
TXN9010340,acc-100718,Whole Foods,Cash,54.66,"Oct 22, 2025",02:32:25,ATM,Pending
TXN9000188,ACC-101145,ATM Withdrawal,Cash,1070.78,29/08/2025,04:36:31,Online,Approved
TXN9008717,ACC100420,Walmart,Groceries,123.84,09-05-2026,04:41:53,Mobile,Approved
TXN9001405,ACC-100902,Amazon,Dining,1372.02,"Apr 26, 2026",17:08:57,Online,Approved
TXN9003147,ACC-101046,Walmart,Retail,2252.81,"Jan 15, 2025",13:43:07,Mobile,Approved
TXN9007319,ACC100153,CVS Pharmacy,Groceries,603.7,12/15/2024,07:59:23,Mobile,Approved
TXN9011852,ACC-100606,Netflix,Dining,1844.78,04/30/2026,04:53:15,ATM,Approved
TXN9013868,ACC-101236,Costco,n/a,1684.04,12/06/2025,02:46:18,POS,Approved
TXN9009004,ACC-100854,Uber,Groceries,1580.7,06/16/2025,N/A,NULL,Approved
TXN9015842,ACC-100635,Best Buy,Dining,678.63,05-08-2026,08:45:58,ATM,Approved
TXN9000323,acc-100507,Delta Airlines,Travel,220.45,20250213,20:54:35,ATM,Approved
TXN9006415,ACC-100754,Target,Transfer,1264.7,2025-10-31,19:12:16,   Mobile   ,Approved
TXN9014775,ACC-100667,ATM Withdrawal,Entertainment,239.69,26/05/2026,06:18:53,Mobile,Approved
TXN9012399,acc-101185,Netflix,Retail,961.33,2025-11-26,11:30:21,Online,Approved
TXN9000799,ACC100007,Walmart,Transfer,"$1,362.53",13-12-2024,03:58:54,Online,Approved
TXN9005832,ACC-100340,Apple Store,Entertainment,105.51,2026-06-23,23:27:56,POS,Approved
TXN9011392,ACC-100956,Starbucks,Transfer,1293.11,"Jul 28, 2026",15:21:10,Online,Approved
TXN9011050,ACC-101069,Target,eNTERTAINMENT,122.57,20240831,18:18:33,Mobile,Approved
TXN9006920,ACC929044,Apple Store,Dining,2105.58,10-01-2025,00:17:36,Mobile,Approved
TXN9008486,acc100877,Target,n/a,1784.21,22/11/2024,03:12:38,Mobile,Approved
TXN9006788,ACC-100812,Uber,Retail,"1,089.64",20240820,09:30:29,Online,APPROVED
TXN9002364,ACC101184,Apple Store,utilities,2025.96,2025-08-27,09:16:06,POS,Approved
TXN9002151,ACC-100295,Wire Transfer,Groceries,2196.61,"Mar 22, 2025",14:45:11,Mobile,Approved
TXN9011848,ACC100304,Delta Airlines,Retail,735.45,20241121,NULL,ATM,approved
TXN9000588,ACC-100815,Netflix,Transfer,1856.4,"Aug 25, 2024",,ATM,APPROVED
TXN9002918,ACC-100785,Shell Gas,Retail,366.86,"Jan 07, 2026",15:45:45,POS,Approved
TXN9001123,acc-100394,Apple Store,Transfer,1459.61,20250519,12:56:37,POS,Approved
TXN9011963,acc100871,Wire Transfer,Transfer,708.42,"Nov 27, 2024",06:25:25,Mobile,Approved
TXN9011731,ACC101140,CVS Pharmacy,Retail,1077.19,2024-09-11,06:09:41,POS,aPPROVED
TXN9014397,ACC-100614,Delta Airlines,Fuel,394.29,"Jan 31, 2025",03:03:58,online,Approved
TXN9007394,ACC100995,ATM Withdrawal,Retail,215.77,2025-12-30,10:42:11,Mobile,Pending
TXN9015179,ACC100037,Apple Store,Groceries,2069.58,20241227,19:33:19,Online,Approved
TXN9002381,ACC-101173,apple store,Retail,1529.08,23/07/2026,07:24:16,ATM,Approved
TXN9001296,ACC100873,Payroll Deposit,Travel,151.59,10/08/2025,01:45:43,Online,Approved
TXN9007922,ACC-100473,Home Depot,Groceries,305.42,20260227,05:46:59,ATM,Approved
TXN9015283,ACC100023,Delta Airlines,Transfer,1980.18,"Apr 05, 2025",05:12:18,Mobile,Approved
TXN9000979,ACC100928,Delta Airlines,Entertainment,1885.51,12/06/2025,19:27:04,Mobile,Approved
TXN9008318,ACC100875,Amazon,Cash,524.71,NULL,20:18:00,Mobile,APPROVED
TXN9012725,ACC-100057,BEST BUY,Transfer,981.01,20251108,20:16:49,ATM,Approved
TXN9003705,ACC918616,CVS Pharmacy,Retail,2329.94,2025-02-17,-,Mobile,Approved
TXN9011782,acc-947428,ATM Withdrawal,Cash,543.88,"Nov 23, 2025",10:25:33,,Approved
TXN9007387,ACC-100002,Payroll Deposit,Entertainment,2077.26,20260105,05:12:06,POS,Approved
TXN9015261,ACC100707,Walmart,Travel,1677.45,"Nov 07, 2025",11:31:14,ATM,Approved
TXN9015342,ACC100071,TARGET,Entertainment,833.21,"Mar 19, 2026",04:33:05,n/a,Approved
TXN9003730,ACC100829,Uber,Dining,427.85,"Aug 31, 2025",03:59:10,Mobile,Approved
TXN9000527,ACC100805,Uber,Fuel,1617.04,"Jul 01, 2026",00:24:18,Online,Approved
TXN9005612,ACC100521,Target,Groceries,1324.45,07/08/2026,07:33:49,ATM,Approved
TXN9005046,ACC-100609,Walmart,Travel,2005.9,10/28/2025,23:00:40,Online,Approved
TXN9005673,ACC-100049,Home Depot,Travel,62.14,20260616,19:50:17,ATM,Approved
TXN9010998,ACC-100697,Whole Foods,Cash,168.61,2024-11-24,15:25:05,Mobile,Approved
TXN9015386,ACC-101149,Whole Foods,Travel,510.66,"May 14, 2025",09:22:45,Mobile,Approved
TXN9006765,ACC-956549,Netflix,Dining,632.56,22-01-2026,10:43:10,ATM,Declined
TXN9008987,acc-100376,Netflix,Entertainment,680.49,24/12/2025,22:02:11,Mobile,Approved
txn9012689,ACC101242,Walmart,Utilities,,20250720,23:48:08,Mobile,Approved
TXN9014722,ACC-100530,Home Depot,Cash,1112.97,15-02-2026,04:06:56,ATM,Approved
TXN9003755,acc-100632,Apple Store,Transfer,2358.71,26-06-2025,11:56:00,ATM,Declined
TXN9004245,ACC-101039,Apple Store,Fuel,299.01,2025-10-01,01:10:01,Mobile,Approved
TXN9009365,ACC923277,Home Depot,Dining,931.65,2025-04-20,18:47:35,Mobile,Approved
TXN9001422,ACC100452,CVS Pharmacy,Retail,767.8,12/29/2025,13:09:48,Online,APPROVED
TXN9014034,ACC-101291,Amazon,Entertainment,2305.06,20241230,13:58:22,ATM,Declined
TXN9004185,ACC-100078,cvs pharmacy,Cash,1965.8,"May 21, 2025",22:22:11,Online,aPPROVED
TXN9007549,ACC-100107,Whole Foods,Utilities,558.55,12-09-2024,17:56:01,Online,Approved
TXN9014297,ACC100784,CVS Pharmacy,Utilities,2060.27,"Aug 18, 2025",n/a,Online,Approved
TXN9010031,ACC100480,Best Buy,Utilities,1142.99,20250412,02:16:40,Online,Approved
TXN9008948,ACC100062,Starbucks,Utilities,1827.67,"Jan 14, 2025",05:19:03,POS,Approved
TXN9013018,ACC100228,Amazon,Cash,522.41,20250501,06:22:14,Online,Approved
TXN9007680,ACC-100401,Uber,Transfer,1903.4,26-11-2024,10:57:34,Mobile,Approved
TXN9005328,ACC-101017,Apple Store,Fuel,-2028.31,2026-02-21,22:04:11,Online,Approved
TXN9002313,ACC100245,Apple Store,Travel,2134.49,05-03-2026,16:41:11,ATM,Approved
TXN9008388,ACC-100054,Netflix,Utilities,1365.89,09-04-2026,18:21:19,Mobile,Approved
TXN9000278,ACC-100343,Wire Transfer,Fuel,1105.44,"Oct 08, 2024",15:46:08,Online,Approved
TXN9007963,ACC-100322,Delta Airlines,Utilities,1232.77,"Apr 12, 2026",,Online,Approved
TXN9015529,ACC-100099,Whole Foods,Travel,798.86,2025-02-14,19:55:37,   ATM   ,Approved
TXN9009221,ACC101029,Payroll Deposit,Utilities,613.66,"Dec 04, 2024",11:29:01,Mobile,Approved
TXN9010984,ACC100003,Home Depot,Entertainment,-2306.09,2025-02-19,17:36:14,POS,Approved
TXN9002199,ACC101083,Best Buy,Cash,1648.45,20250130,04:24:40,POS,Approved
TXN9002196,ACC-100159,Payroll Deposit,Dining,2489.31,"Jun 16, 2026",22:12:22,POS,Approved
TXN9015554,acc-100905,Amazon,Dining,1032.67,"Jan 22, 2026",08:20:13,Mobile,Approved
TXN9013130,ACC101294,Netflix,Cash,1417.71,2025-03-04,21:47:10,Mobile,Approved
TXN9001276,ACC-100137,ATM Withdrawal,Travel,652.34,15/03/2025,20:12:09,Online,approved
TXN9003778,ACC101158,Shell Gas,Travel,92.91,2024-08-22,06:46:34,POS,Approved
TXN9000385,ACC-100111,Costco,Fuel,"1,584.39",20241215,19:47:17,ATM,Approved
TXN9013403,ACC100917,Best Buy,Transfer,461.89,"Dec 14, 2025",14:26:37,Online,Approved
TXN9000251,ACC-100234,Target,Transfer,-2241.19,11-03-2025,02:31:16,ATM,Approved
TXN9002344,ACC100096,Best Buy,Cash,1325.87,03/09/2025,05:35:46,Online,Pending
TXN9013181,ACC-100250,Starbucks,Utilities,unknown,05-03-2025,05:41:17,Online,Approved
TXN9010955,ACC-101005,Apple Store,Dining,2401.42,11-10-2025,04:17:11,POS,Approved
TXN9000821,ACC-100127,Starbucks,Transfer,503.37,"Aug 25, 2025",11:05:45,Mobile,Approved
TXN9013850,ACC-100480,Walmart,Transfer,878.26,20250610,04:29:47,Mobile,Approved
txn9008074,ACC-907933,Apple Store,Fuel,2277.87,11-08-2024,04:42:01,ATM,Approved
TXN9015589,ACC-100573,CVS Pharmacy,Groceries,415.03,2026-01-03,20:13:47,POS,Approved
txn9006500,ACC100114,Whole Foods,Dining,1517.65,20-11-2025,23:18:21,POS,Approved
TXN9013849,ACC100661,Whole Foods,Groceries,1126.42,03/31/2026,23:01:35,Mobile,Approved
TXN9014546,ACC-101075,Home Depot,Travel,2333.82,29-08-2024,07:21:33,POS,Pending
TXN9014525,ACC100572,Apple Store,Entertainment,909.95,17-09-2024,08:15:41,POS,Approved
TXN9008461,ACC100946,Apple Store,Transfer,95.75,21/12/2025,13:45:35,POS,Approved
TXN9001255,ACC-101292,Delta Airlines,Travel,308.1,null,UNKNOWN,Mobile,Approved
TXN9000601,ACC100220,Walmart,Utilities,2222.26,25-04-2025,19:09:36,POS,Approved
TXN9011837,ACC100268,Netflix,Transfer,1216.12,"Oct 25, 2024",14:39:12,Online,Approved
TXN9013189,ACC100452,Costco,Fuel,1751.92,2025-05-23,09:48:21,ATM,Approved
txn9008909,ACC100416,Target,Dining,198.42,2025-09-16,17:57:57,ATM,Approved
TXN9009480,ACC100857,Starbucks,Entertainment,1914.68,"Mar 29, 2026",00:53:53,POS,Approved
TXN9003787,ACC100867,Uber,Transfer,2078.22,08/07/2025,N/A,POS,Approved
TXN9007334,ACC917085,Costco,Retail,260.6,21-02-2026,16:41:57,Online,Approved
TXN9001235,ACC-100174,Costco,Cash,1856.81,2025-08-15,20:45:59,Online,Approved
TXN9003984,ACC100517,Shell Gas,Groceries,1917.17,"Nov 15, 2024",09:05:34,ATM,Approved
txn9007937,ACC-100792,Target,Groceries,266.05,01/24/2026,01:56:42,Mobile,Approved
TXN9007700,ACC100396,Netflix,Fuel,259.74,2024-08-25,05:50:20,Mobile,Approved
TXN9009083,ACC100027,CVS Pharmacy,n/a,1056.73,20251012,13:13:47,Mobile,Approved
TXN9001632,ACC-100523,Uber,Fuel,2063.29,2025-11-21,23:56:00,Online,Approved
TXN9004183,ACC-100914,Whole Foods,Groceries,320.95,20260505,05:09:13,atm,Approved
TXN9006820,ACC100807,Whole Foods,NULL,"$1,145.12",01/17/2026,12:29:29,   Mobile   ,Approved
TXN9014163,ACC-100494,Uber,Utilities,1607.66,10/05/2025,16:34:04,Mobile,Approved
TXN9003662,ACC-101255,Payroll Deposit,Dining,1502.86,23/02/2026,04:07:06,n/a,Approved
TXN9009965,ACC-100249,Costco,Travel,1622.19,2026-07-21,23:25:10,ATM,Approved
TXN9001992,ACC-100481,Home Depot,NULL,1492.47,20241013,05:14:40,Online,Approved
TXN9004787,ACC100105,Amazon,Retail,2314.81,05/25/2026,N/A,POS,Approved
TXN9005959,ACC101148,Costco,Cash,1649.0,04/06/2025,07:32:41,online,Approved
TXN9009609,  ACC100034   ,Best Buy,Dining,128.93,08/11/2025,n/a,ATM,Approved
TXN9008597,acc-100801,Target,Dining,542.68,2024-11-03,15:33:51,ATM,Approved
TXN9013139,ACC-101137,ATM Withdrawal,Transfer,2293.06,"Jun 10, 2026",02:26:32,ATM,Approved
TXN9010727,ACC-100864,Home Depot,Travel,1549.85,"Oct 24, 2025",07:28:26,Online,Approved
TXN9000684,ACC-100341,Starbucks,Fuel,"$1,122.64",2026-04-13,null,ATM,Approved
TXN9002147,ACC-100218,Costco,Cash,2056.14,20250919,16:19:55,Mobile,Approved
