account_id,customer_id,branch_id,account_type,currency,open_date,close_date,status,balance
ACC-101015,500181,BR101,Checking,USD,20230210,,Active,71459.15 usd
ACC-100149,500429,BR109,Checking,USD,07/01/2020,,Active,2285.82
ACC-100365,500579,BR116,Savings,USD,07/10/2019,,Active,57383.48
   ACC-100642   ,500053,BR106,Money Market,USD,2020-07-31,,Active,24757.96
ACC-101131,500323,BR107,CD,USD,03/16/2023,,Active,63640.2
ACC-101294,500530,BR117,CD,USD,"Oct 05, 2022",,active,61441.79
ACC-101051,500201,BR114,CD,USD,2023-08-31,01-11-2023,Closed,48133.69
ACC-100551,500498,BR107,Money Market,USD,05-12-2019,11-01-2022,Closed,39354.53
ACC-100171,500385,BR116,Money Market,USD,14/12/2021,21-10-2025,Closed,7259.66
acc-101011,500165,BR117,Money Market,USD,2024-09-20,,Active,61870.3
ACC-100126,500257,BR117,Savings,USD,09/11/2020,,  Active   ,54031.36
ACC-100873,500366,BR100,Money Market,USD,06-07-2017,,Active,17940.36
ACC-100675,500311,BR114,Checking,USD,2024-05-14,,Active,11897.77 usd
ACC-100889,500036,BR106,CD,USD,17/05/2025,,Active,80454.19
ACC-100201,500316,BR106,Savings,USD,2024-05-24,,Active,45794.04
ACC-100275,500632,BR103,CD,USD,20180706,,Active,28574.41
ACC-100086,500259,BR116,Checking,USD,20220721,"Nov 22, 2025",Closed,2220.75
ACC-100216,500064,BR107,Savings,usd,-,,Active,51006.85
ACC-100185,500234,BR114,Checking,USD,16-04-2017,,Active,54925.8
ACC-100016,500186,BR102,CD,US$,"Apr 17, 2023",,DORMANT,2484.61
ACC-100029,500151,BR106,Checking,usd,14/07/2021,,Active,52320.99
ACC-101203,500557,BR116,Money Market,USD,15/12/2020,,Active,81806.75
ACC-101161,500245,BR102,CD,USD,N/A,,Active,25860.31
ACC-100067,500406,BR100,Savings,USD,"Jun 28, 2026",,Active,21804.55
ACC-100413,500521,BR104,Savings,USD,13-02-2017,,Active,38604.92
ACC-100864,500461,BR102,Money Market,USD,16/12/2018,,Active,45680.44
ACC-100272,500100,BR108,CD,USD,2016-10-16,,Active,34063.5
ACC-100867,500730,BR103,CD,USD,20210616,,Active,79525.22
ACC-100495,500555,BR105,Savings,USD,"Apr 28, 2022",,Active,36734.14
ACC-100540,500211,BR115,Checking,n/a,20231207,,Active,66251.28
ACC-100236,500600,BR116,Checking,USD,2017-01-16,,active,18804.1
ACC-100824,500711,BR110,Checking,usd,21-11-2020,,Active,6554.17
ACC-100406,500485,BR102,Money Market,USD,2025-11-22,,Active,77983.41
acc-100802,500633,BR106,Savings,USD,30-11-2022,,Dormant,7778.98
ACC-100102,500190,BR113,Checking,USD,"Feb 10, 2018",,Active,64543.15
ACC-101176,500152,BR100,Checking,usd,29-08-2019,,Active,6913.43
ACC-100749,500077,BR105,Savings,USD,07-01-2025,,Active,81251.7
ACC-100077,500133,BR114,CD,USD,2025-06-07,,Closed,25851.16
ACC-100937,500045,BR114,SAVINGS,USD,2020-07-27,,Active,18902.28
ACC-100782,500092,BR105,UNKNOWN,USD,02/20/2026,,Active,52274.0
ACC-100844,500749,BR113,CD,USD,2019-03-02,03/13/2024,Closed,25582.77
ACC-100346,500397,BR105,Savings,USD,"Sep 23, 2016",,Active,"43,527.40"
ACC-100283,500222,BR105,Savings,USD,08/02/2021,,Active,13639.31
ACC-100627,500633,BR115,Money Market,US$,04/02/2021,,Active,15047.83
ACC-100448,500419,BR105,Savings,USD,2024-05-29,,Active,36718.69
ACC-100971,500314,BR105,  Money Market   ,usd,20221102,,Active,66629.86
ACC-100400,500131,BR104,CD,USD,06-09-2019,03-09-2025,Closed,58045.74
ACC-101124,500464,BR105,Money Market,USD,08/13/2017,,Active,30264.2
ACC-100082,500487,BR110,Savings,USD,20240502,,Active,24739.59
ACC-100880,500264,BR105,CD,USD,"Dec 20, 2019",,Active,21929.75
ACC-101238,500570,BR115,Checking,usd,2016-08-27,,Active,63043.7
ACC-100159,500354,BR100,Checking,usd,"Jan 22, 2021",,Active,850.43 usd
ACC-100257,500098,BR114,Savings,US$,03/05/2024,,Dormant,62957.67
ACC-100799,500106,BR102,Checking,usd,12/06/2018,,Active,76093.1
ACC-100904,500229,BR101,Checking,usd,07-02-2021,,Active,58562.51
ACC-100740,500025,BR114,Money Market,USD,"Jan 07, 2018",,Active,79988.6
ACC-100094,500227,BR100,CD,USD,24/08/2016,,Active,36568.67
ACC-101278,500740,BR114,Money Market,usd,20251206,,Active,60798.67
ACC-100835,500511,BR105,Money Market,usd,20/09/2025,,Active,83115.81
ACC-100370,500406,BR113,CD,USD,"Oct 30, 2024",,Dormant,12884.04
ACC-100967,500328,BR105,Checking,USD,02/06/2022,,Active,64337.17
ACC-100174,500458,BR114,CHECKING,usd,27/07/2019,,Active,43051.04
ACC-100826,500592,BR116,Money Market,US$,01/29/2019,,Active,77692.49
ACC-100623,500126,BR113,Checking,USD,2026-01-18,20260611,Closed,18163.43
ACC-100049,500000,BR116,Checking,USD,20171105,,Active,63926.29
ACC-100161,500613,BR114,CD,USD,14/10/2018,,Active,32509.09
ACC-100004,500144,BR107,Money Market,USD,2022-05-29,,Active,21025.83
ACC-100056,500673,BR112,CD,USD,2017-06-27,,Active,22849.92
ACC-100650,500527,BR111,Money Market,USD,20230827,,Active,
ACC-100385,500380,BR106,Money Market,USD,06-07-2026,,CLOSED,78162.1
ACC-101059,500368,BR101,CD,N/A,"Mar 17, 2018",,Active,69630.22
ACC-100539,500667,BR112,Checking,USD,2024-09-08,28/03/2026,Closed,27447.09
ACC-100377,500590,BR107,Checking,USD,06/05/2021,,Active,55795.43
ACC-100501,500240,BR108,   Checking   ,USD,2018-05-06,,Active,47075.28
ACC-100708,500749,BR112,Savings,USD,29/01/2024,,Active,15215.76
ACC-100762,500075,BR105,Savings,,04/25/2018,,Active,50024.05
ACC-100247,500680,BR114,sAVINGS,USD,"Apr 01, 2019",,Active,17497.14
ACC-100533,500128,BR117,Savings,USD,2021-05-07,2022-01-09,Closed,5554.44
ACC-101204,500308,BR115,CD,USD,"Sep 14, 2025",,Active,66099.93
ACC-101031,500253,BR108,Money Market,USD,14/11/2025,,Active,67699.59
ACC-100059,500627,BR113,Money Market,USD,2026-02-19,,Active,9418.17
ACC-101184,500010,BR116,Money Market,usd,"Jan 04, 2020",,Active,27723.47
ACC-100322,500269,BR107,  Money Market   ,USD,20/08/2024,,Active,76195.75 usd
ACC-100622,500729,BR110,checking,USD,04-01-2023,,Active,60779.29
ACC-101093,500116,BR100,Checking,USD,2022-09-13,,Active,25276.38
ACC-100654,500103,BR106,Money Market,USD,20161024,,Frozen,27939.52
ACC-100402,500601,BR103,Savings,USD,31/07/2018,,Dormant,65839.99
ACC-101206,500445,BR101,Checking,USD,07/01/2026,,Active,33735.0
ACC-100212,500415,BR116,CD,USD,10/25/2016,,Active,12140.98
ACC-100464,500719,BR115,Money Market,usd,12/30/2024,,   Active   ,83293.18 usd
ACC-100597,500291,BR109,CD,USD,08/02/2019,,Active,25962.39
acc-100291,500373,BR112,Savings,USD,2020-10-30,,Active,1109.62
ACC-100512,500629,BR111,Money Market,,2023-04-22,,ACTIVE,71657.19
ACC-100934,500574,BR100,Savings,USD,25-06-2024,,Active,5799.46
ACC-101179,500696,BR110,sAVINGS,USD,NULL,,Active,76527.14
ACC-100196,500672,BR105,CD,USD,2018-11-28,,Active,NULL
ACC-100838,500539,BR111,CD,USD,04-03-2020,,Active,"$43,318.85"
ACC-101241,500630,BR109,Money Market,USD,2022-02-12,,Active,74399.78
ACC-100876,500048,BR109,Savings,USD,2023-02-08,,Active,34866.65
ACC-100923,500695,BR108,CD,USD,20180602,20241012,Closed,69880.9
ACC-100931,500494,BR117,Money Market,USD,"Jul 08, 2025",,Closed,81066.67
ACC-100991,500108,BR108,CD,US$,20181010,,Active,71462.62
ACC-101108,500250,BR116,CD,USD,2023-08-22,20250904,Closed,58726.78
ACC-101083,500213,BR112,Money Market,US$,07-10-2017,,Active,6564.09
ACC-101260,500362,BR115,Money Market,USD,20161205,,Active,19533.16
ACC-101040,500473,BR111,unknown,USD,20210606,,Active,21724.63
ACC-100688,500473,BR113,CD,USD,16-06-2021,,Active,19020.48
ACC-100042,500182,BR117,Checking,USD,20251206,,Active,27017.35
ACC-101088,500461,BR108,Checking,USD,05/05/2018,,Active,58110.06
ACC-100625,500343,BR115,sAVINGS,USD,03/02/2018,,Active,42917.86
ACC-100187,500684,BR100,Checking,USD,25-11-2023,,Active,78097.32
ACC-100553,500375,BR110,unknown,-,06/10/2017,,Dormant,16827.92
ACC-100068,500208,BR112,Checking,USD,07/12/2020,,Active,15719.17
ACC-101019,500073,BR117,Savings,usd,"Apr 26, 2021",,Active,69263.3
ACC-100498,500727,BR106,unknown,USD,20191017,,Active,76754.8
ACC-101286,500171,BR104,Savings,USD,28-05-2018,,Active,8117.28
ACC-100681,500239,BR117,MONEY MARKET,USD,10/09/2022,,Active,68677.31
ACC-100854,500600,BR107,CD,USD,10-12-2024,,Active,21552.68
ACC-101109,500013,BR110,Money Market,USD,05/21/2026,,DORMANT,48821.51
ACC-100380,500173,BR111,CD,USD,11/18/2022,,Active,1437.12
ACC-101062,500161,BR117,Checking,USD,06/01/2026,,Active,41875.5
acc-100905,500664,BR106,CD,USD,12-12-2024,,Active,28900.4
ACC-100556,500166,BR117,CD,USD,13/09/2018,,Active,26252.93
ACC-100874,500411,BR104,Checking,usd,04/17/2019,,Active,2555.2
ACC-100926,500623,BR108,Savings,usd,2016-11-13,,Active,19007.71
ACC-100256,500344,BR109,Checking,US$,11-12-2021,,Active,76278.25
ACC-100605,500323,BR103,Checking,USD,2021-03-28,,Active,74372.89
ACC-100066,500662,BR112,Savings,USD,03-12-2019,,Active,18167.02
ACC-101058,500086,BR106,CD,USD,03/30/2018,"Jun 16, 2024",Closed,36138.88
ACC-100957,500034,BR113,Checking,USD,07/12/2024,,Active,
ACC-100176,500048,BR103,Money Market,USD,"Jul 07, 2019",,Active,2075.6
ACC-100548,500096,BR101,Savings,US$,27-10-2023,22/10/2025,Closed,17559.79
ACC-100643,500629,BR104,Money Market,USD,27-07-2022,,Frozen,79722.18
ACC-100962,500141,BR101,Savings,USD,03-05-2025,,Dormant,45490.13
ACC-100327,500602,BR100,Money Market,usd,"Jul 02, 2021",,Active,68893.77
ACC-100101,500225,BR101,Money Market,US$,N/A,,Active,33704.19
ACC-100499,500063,BR111,Savings,USD,01/04/2025,,Active,5323.74
ACC-100162,500221,BR108,CD,USD,08/01/2024,,Active,106.51
ACC-100601,500322,BR102,Checking,USD,29/09/2017,,Dormant,8207.94
ACC-100592,500003,BR117,Money Market,USD,06-10-2024,,Active,17903.73
ACC-101271,500148,BR110,CD,USD,01/02/2024,,Active,2072.89
ACC-101039,500100,BR102,UNKNOWN,USD,2020-03-27,,Dormant,76421.92
ACC-100206,500417,BR106,Checking,USD,04/20/2026,,Active,unknown
acc-100801,500657,BR101,Checking,USD,20251231,08/03/2026,Closed,28166.11
ACC-101155,500423,BR100,Savings,USD,28/05/2021,,ACTIVE,67266.1
ACC-101281,500433,BR103,Savings,US$,07/11/2020,20260226,  Closed   ,71825.27
ACC-100188,500551,BR102,Money Market,USD,2019-03-08,,Frozen,UNKNOWN
ACC-100655,500179,BR106,CD,USD,11/24/2022,,   Active   ,79241.02
ACC-100988,500217,BR116,Checking,USD,null,,Active,55018.92
ACC-100776,500632,BR104,Money Market,USD,08/29/2025,19-11-2025,Closed,32255.55
ACC-100554,500378,BR106,savings,USD,04/29/2025,,Active,4144.31
ACC-100145,500630,BR114,Checking,USD,"May 28, 2020",,Dormant,64512.07
ACC-100664,500504,BR104,Money Market,US$,2020-05-03,,Active,70312.45
ACC-101252,500034,BR101,Money Market,USD,29/05/2022,,Active,78292.71
ACC-100739,500644,BR116,-,usd,20260622,,   Dormant   ,59066.7
ACC-100760,500002,BR109,Savings,USD,18-05-2023,,Active,26581.95
ACC-100142,500668,BR113,CHECKING,USD,20170917,,Dormant,10105.77
ACC-101094,500076,BR108,Checking,USD,"May 12, 2025",,Active,76115.3
ACC-100954,500382,BR100,Savings,USD,08/11/2016,,Active,52176.1
ACC-100852,500059,BR108,Money Market,usd,02/09/2017,,Active,null
ACC-100295,500279,BR102,CD,USD,"May 14, 2017",,Active,71231.83
ACC-100916,500485,BR103,CD,USD,10/10/2017,06/21/2021,Closed,62774.28
ACC-100001,500141,BR116,Savings,USD,20170126,,Active,77644.75
ACC-100742,500471,BR104,Money Market,usd,20240228,,Active,39090.93
ACC-100541,500392,BR103,Checking,USD,2025-03-10,,Active,517.72
ACC-100345,500014,BR102,Checking,null,20210828,,Active,80915.24
ACC-100474,500496,BR109,CD,usd,12/21/2016,2018-07-11,Closed,51103.46
ACC-100228,500503,BR102,Money Market,-,25/04/2026,,Dormant,45482.36
ACC-100092,500080,BR102,Checking,USD,2019-03-11,,Active,47352.31
ACC-100076,500446,BR116,Money Market,USD,"Apr 22, 2024",,Dormant,81797.9
ACC-100293,500139,BR112,Money Market,usd,2024-08-22,,Active,-407.81
ACC-100484,500635,BR104,CD,USD,11/12/2019,,Active,79967.62
ACC-100047,500687,BR113,CD,usd,12/22/2024,,Closed,73495.47
ACC-101240,500503,BR106,CD,USD,07/06/2017,2023-02-13,Closed,4308.4
ACC-100784,500447,BR114,Savings,USD,06/21/2025,,Active,"$26,000.49"
ACC-100234,500334,BR103,SAVINGS,USD,"Oct 23, 2024",,Active,35927.51
ACC-100280,500000,BR103,Checking,USD,25-07-2019,,Dormant,22647.8
ACC-100979,500498,BR109,Savings,USD,2018-05-23,20181103,Closed,10420.9
ACC-100839,500373,BR110,Savings,US$,20240411,,Active,6547.55
ACC-101120,500104,BR114,Money Market,USD,n/a,,Active,59365.56
ACC-100141,500389,BR107,Checking,USD,10/09/2021,,Active,63434.03
ACC-100354,500578,BR111,Money Market,USD,"Apr 27, 2024",,Active,53349.88
ACC-100296,500367,BR114,Checking,USD,2025-02-15,,Active,15132.05
ACC-100097,500259,BR114,Savings,USD,03/11/2018,,Dormant,68699.52
ACC-100173,500117,BR115,checking,USD,31/01/2026,,Active,61123.47
ACC-100329,500308,BR110,Money Market,USD,20210824,,Frozen,26280.19
ACC-100502,500724,BR115,Savings,US$,"Jul 24, 2024",,Active,60653.02
ACC-101003,500062,BR115,CD,USD,"Mar 26, 2023",,Active,76643.0
ACC-101291,500661,BR101,CHECKING,USD,25/08/2019,,Active,29258.88
ACC-101125,500155,BR116,money market,USD,20170525,,Active,52565.74
ACC-100557,500186,BR100,Checking,USD,20250713,,Active,43261.95
ACC-100945,500677,BR116,Checking,USD,14/10/2020,,Active,67609.13
ACC-100179,500562,BR103,Money Market,US$,03/02/2017,,Active,22393.84
ACC-101174,500007,BR115,Checking,USD,22-08-2020,,Dormant,66098.25
ACC-101081,500478,BR102,Savings,USD,20180927,,Active,83697.0
ACC-100998,500235,BR108,Checking,USD,10/19/2025,,Active,9268.41
ACC-100288,500400,BR109,CD,USD,20180216,,Active,38199.61
ACC-100534,500202,BR106,Savings,USD,20240414,06-04-2025,Closed,42738.9
ACC-100901,500309,BR105,Checking,USD,"Jun 20, 2018",,Dormant,55865.24
ACC-100820,500429,BR109,Money Market,usd,21-03-2018,,Active,46241.99
ACC-101247,500265,BR100,Money Market,USD,05/09/2025,,Active,3026.16
ACC-100640,500555,BR104,Money Market,USD,2019-04-15,,Active,5145.92
ACC-101282,500372,BR107,   Checking   ,USD,07/25/2021,,Active,52904.18
acc-100909,500621,BR114,CD,N/A,2018-04-05,,Frozen,78154.37
ACC-100974,500205,BR115,Money Market,USD,"Dec 22, 2021",,Active,51399.59
ACC-101145,500746,BR112,UNKNOWN,USD,14/11/2024,,Active,66822.85
ACC-100177,500711,BR116,Money Market,USD,"Jul 14, 2022",,Active,18046.09
ACC-100961,500077,BR101,Checking,USD,28/01/2026,,Active,39143.65
ACC-100816,500511,BR111,Checking,USD,23-06-2023,,Active,81169.95
ACC-101054,500682,BR107,Savings,USD,06/04/2023,,Dormant,21233.81
ACC-100843,500215,BR108,Money Market,USD,20210118,,Active,4994.56
ACC-100815,500345,BR114,Checking,usd,30/09/2022,,Active,78605.71
ACC-101151,500276,BR102,CD,USD,10/13/2019,,Closed,36683.33
acc-100006,500150,BR104,Checking,US$,"Jul 20, 2022",,Active,28611.45
ACC-100630,500159,BR102,unknown,USD,05/26/2017,,Active,70276.62
ACC-100255,500224,BR115,CD,usd,20220227,,Active,58456.79
ACC-101061,500279,BR102,Money Market,USD,03/11/2017,,Active,78820.63
ACC-100035,500111,BR112,CD,USD,05/30/2024,,Frozen,31310.22
ACC-100423,500384,BR117,Money Market,USD,22-04-2026,,Active,39434.19
ACC-101037,500363,BR116,Money Market,USD,2023-02-15,"Mar 11, 2025",Closed,49874.3
acc-100886,500135,BR105,Savings,USD,2019-04-09,,Active,68414.21
ACC-100240,500598,BR116,CD,USD,05/31/2026,,Active,30423.13
ACC-100997,500003,BR107,Savings,USD,17/03/2024,14-07-2025,Closed,30803.44
ACC-101104,500737,BR103,Savings,usd,20230430,,Active,34432.34
ACC-100573,500592,BR115,Savings,-,20220126,,Active,"$72,111.70"
ACC-101110,500098,BR109,unknown,usd,20170124,20180409,Closed,70019.78
ACC-100821,500351,BR105,CD,usd,17-11-2023,,Active,67841.03
ACC-100748,500143,BR113,CD,USD,20/07/2019,,Active,84888.25
ACC-100806,500095,BR112,   CD   ,USD,20180823,,Active,13317.11
ACC-100543,500141,BR107,Checking,USD,2024-09-02,,Active,34226.61
ACC-100191,500599,BR105,Money Market,USD,20161228,2021-08-20,Closed,5912.46
ACC-100214,500470,BR108,Savings,USD,28-07-2021,2021-12-25,Closed,9079.42
ACC-100580,500153,BR113,CD,USD,04/11/2019,,Dormant,4052.22
ACC-101251,500011,BR113,Checking,USD,"Nov 06, 2023",,Active,44580.39
ACC-100956,500169,BR105,Checking,USD,"Jan 30, 2024",,Active,75043.09
ACC-100111,500682,BR114,CD,USD,03-07-2018,,Active,30715.75
ACC-101095,500417,BR102,UNKNOWN,usd,unknown,,Closed,7552.34
ACC-100781,500637,BR105,Savings,USD,11/10/2024,,Active,6699.67 usd
ACC-100409,500319,BR105,Savings,USD,12-10-2019,,Active,78238.85
ACC-101134,500566,BR117,Money Market,USD,06/05/2019,,Dormant,81710.89
ACC-100331,500631,BR102,Money Market,USD,01/26/2024,,Active,15796.63
ACC-100009,500511,BR112,-,USD,05/17/2024,,Active,51861.61
ACC-100840,500677,BR117,CD,USD,27-11-2017,,Frozen,22616.29
ACC-100389,500414,BR105,CD,USD,"Oct 06, 2017",,Frozen,33097.82
ACC-100451,500511,BR110,   CD   ,USD,2021-07-06,,Active,36185.38
ACC-100735,500604,BR107,CD,USD,02/25/2017,,aCTIVE,3953.63
ACC-100530,500433,BR100,Checking,USD,04-12-2023,,Frozen,57739.79
ACC-101000,500577,BR106,CD,USD,14/09/2024,,Active,4092.06
acc-100364,500197,BR111,Checking,USD,2018-02-23,,Active,72972.88
ACC-101044,500462,BR110,Checking,USD,03/27/2021,,Active,23356.41 usd
ACC-100780,500624,BR100,Money Market,USD,12/08/2020,,Dormant,66078.5
ACC-100119,500528,BR102,Savings,USD,11/04/2022,,Active,19004.98
ACC-100269,500005,BR107,CD,USD,20201024,,Active,76361.6
ACC-101030,500509,BR111,Checking,US$,20180420,,Active,69527.39
ACC-100849,500538,BR112,Savings,US$,22/04/2022,,Active,74694.49
ACC-100136,500609,BR116,CD,USD,20170307,,Active,63552.99
ACC-100552,500363,BR112,CD,USD,05/03/2018,,Active,61412.75
ACC-100062,500204,BR106,null,US$,09/03/2025,2026-04-19,Closed,27555.49
ACC-100450,500044,BR112,Checking,USD,01/09/2021,,Frozen,60850.9
ACC-100757,500365,BR117,Savings,USD,14/07/2023,08-12-2024,Closed,40720.16
ACC-100884,500665,BR100,Money Market,USD,2026-01-15,,Active,17190.42
ACC-100550,500041,BR115,Money Market,USD,2021-06-17,,ACTIVE,4105.0
ACC-100946,500213,BR104,Savings,USD,09/04/2023,,Active,32909.08 usd
ACC-100538,500338,BR102,Money Market,USD,2020-03-31,,Active,16045.01
ACC-101013,500551,BR117,Money Market,USD,20191012,,Active,63057.75
ACC-100265,500452,BR112,CD,usd,2022-07-12,,active,30549.61
ACC-100766,500440,BR104,Money Market,USD,25/10/2023,,Active,66969.97
ACC-100124,500466,BR116,Money Market,USD,2021-01-11,,Dormant,-303.08
acc-100972,500317,BR100,Money Market,USD,"Aug 13, 2020",,Active,2818.82
ACC-101224,500730,BR106,Savings,USD,20180119,,Active,1372.48
ACC-101248,500570,BR100,Savings,USD,17-09-2022,,   Active   ,46018.87
ACC-101207,500505,BR114,CD,USD,02/11/2022,,Active,24473.79
ACC-101269,500592,BR113,Checking,USD,06/16/2024,,Active,76930.3
ACC-100054,500104,BR108,CD,USD,08/08/2020,,Active,30098.36
ACC-100772,500615,BR105,CD,usd,01-08-2021,,Active,39580.79
acc-100897,500398,BR110,CD,USD,24/11/2024,,Active,42815.42
ACC-100719,500743,BR115,Checking,USD,02/09/2017,,Active,29877.24
ACC-100768,500436,BR100,Money Market,usd,17/03/2017,,Active,75384.97
ACC-100846,500248,BR106,Money Market,USD,"Aug 11, 2018",,Active,33436.24
ACC-100805,500384,BR102,CD,USD,2021-04-10,,Active,9496.5
ACC-100508,500498,BR101,Money Market,USD,21/01/2020,,Active,45024.63
ACC-100563,500270,BR106,CD,USD,2020-02-03,,Active,63230.85
ACC-100202,500564,BR115,CD,usd,04/09/2020,,Active,11624.61
ACC-100661,500705,BR116,Checking,USD,2021-02-05,,Active,34512.45
ACC-101234,500505,BR102,Savings,USD,27-08-2016,,Active,66320.53
ACC-100527,500482,BR113,Checking,USD,13/10/2020,,Active,19104.46
ACC-100036,500229,BR102,Checking,USD,09/01/2023,,Active,23253.85
ACC-100636,500054,BR117,CD,USD,"Jun 15, 2018",29/10/2020,Closed,14204.63
ACC-100532,500320,BR100,Checking,USD,28/01/2018,,Active,77045.31
ACC-100205,500734,BR116,-,USD,09/08/2020,,Active,81367.71
ACC-100105,500491,BR100,Money Market,USD,21/05/2022,,Active,53975.21
ACC-100219,500432,BR112,CD,US$,09/08/2018,,Active,39491.04
ACC-100416,500313,BR103,CD,USD,"Feb 25, 2023",,Active,16981.13
ACC-101065,500597,BR114,Checking,usd,2026-05-08,,Active,41916.12
ACC-100367,500287,BR115,CD,USD,2023-05-18,,Active,49271.33
ACC-101099,500170,BR112,Savings,USD,08/26/2022,,Dormant,10538.96
ACC-101183,500099,BR106,CD,USD,08-03-2023,"Dec 14, 2024",Closed,69656.96
ACC-100960,500488,BR113,savings,USD,07/06/2020,,Active,69942.28
ACC-100127,500014,BR107,Money Market,USD,22-10-2021,,Active,84190.62
ACC-100433,500178,BR114,Savings,USD,2021-12-01,,Active,50626.22
ACC-101144,500067,BR110,Checking,usd,"Aug 05, 2023",,Active,11439.94
ACC-100204,500294,BR108,CD,USD,08-03-2021,06/14/2024,closed,66132.14
ACC-100858,500706,BR102,Savings,USD,04/03/2021,2022-09-10,Closed,9039.7
ACC-100170,500265,BR115,CD,usd,2020-10-26,,Active,14672.97
ACC-100069,500201,BR102,Savings,USD,2021-02-27,,Active,76882.03
ACC-100125,500089,BR116,Savings,USD,13-11-2019,,Active,16703.83
ACC-101060,500112,BR106,CD,USD,20191014,,Active,20507.6
ACC-100390,500699,BR117,   Money Market   ,USD,"Nov 07, 2023",,Active,59217.57
ACC-100568,500636,BR106,Money Market,USD,12/05/2018,,Active,n/a
acc-101264,500453,BR107,Savings,USD,31-07-2024,,Active,41036.52
ACC-100813,500631,BR115,Money Market,USD,20190805,,Active,32374.81
ACC-100300,500532,BR102,unknown,USD,2018-05-17,,Active,77802.37
ACC-100848,500045,BR111,Savings,USD,20241117,,Active,82892.91
ACC-100750,500613,BR117,Checking,USD,"Dec 04, 2019",,Active,9778.52
ACC-101249,500500,BR107,Savings,usd,30/03/2023,,Active,56532.92
ACC-101149,500011,BR115,Savings,USD,21/03/2017,,Active,51583.36
ACC-100961,500077,BR101,Checking,USD,28/01/2026,,Active,39143.65
ACC-100432,500597,BR102,Savings,USD,20191210,,Active,51727.91
ACC-101205,500177,BR109,CD,US$,"Mar 07, 2026",,Dormant,50411.26
ACC-100829,500209,BR114,n/a,USD,03/25/2019,,Frozen,67117.1
ACC-101189,500102,BR113,mONEY mARKET,USD,20180224,,Dormant,41864.81
ACC-101231,500322,BR105,Savings,US$,05/11/2017,,Active,"$30,918.67"
ACC-100925,500465,BR101,Checking,USD,10/15/2019,,Active,49367.79
ACC-101067,500418,BR108,CD,usd,07/31/2020,,aCTIVE,19219.49
ACC-101218,500266,BR117,Checking,US$,11/07/2022,,DORMANT,76454.94
ACC-101105,500106,BR110,Checking,US$,07/19/2023,,Active,17761.03
ACC-100455,500198,BR106,Money Market,USD,06-03-2022,,Active,7822.11 usd
acc-100350,500744,BR102,Savings,USD,07/06/2018,,Active,80487.45
ACC-100156,500470,BR109,CD,USD,10/11/2025,26-01-2026,Closed,68458.95
ACC-100184,500365,BR106,Savings,USD,04/01/2025,,Active,null
ACC-100938,500681,BR108,Money Market,USD,2018-10-23,,Active,43278.65
ACC-100133,500586,BR113,Money Market,US$,"Jul 05, 2021",,Active,31019.45
ACC-100386,500292,BR114,CD,USD,2023-07-30,,Active,79678.05
ACC-101075,500552,BR114,CD,USD,02/23/2026,,Active,24661.27
ACC-100391,500245,BR111,CD,USD,02/24/2021,,Dormant,25258.44 usd
ACC-100687,500446,BR102,Checking,usd,21-10-2022,,Active,47619.28
ACC-101244,500614,BR110,CD,USD,03/07/2019,,Active,48243.12
acc-100619,500460,BR107,CD,USD,06-09-2018,,Active,78013.48
ACC-100379,500395,BR109,Checking,USD,15/08/2024,01/07/2025,Closed,15642.61
ACC-100825,500569,BR107,CD,USD,"Mar 28, 2021",2026-01-06,Closed,80420.38
ACC-100603,500069,BR115,Savings,USD,09/02/2022,,Dormant,60298.78
ACC-100517,500695,BR108,Checking,usd,2025-01-05,,Active,73865.46
ACC-101050,500400,BR112,CD,USD,"Mar 19, 2021",,Active,56785.84
ACC-100546,500152,BR105,Money Market,USD,02/21/2017,,Active,"$45,396.59"
ACC-100586,500675,BR107,Money Market,USD,2026-03-22,,Active,12017.15
acc-100471,500739,BR113,Savings,USD,2018-10-23,,Active,58470.77
ACC-100294,500480,BR116,Checking,USD,22/10/2020,,Active,79648.06
ACC-100403,500289,BR102,Checking,USD,20190331,,Active,2027.91
ACC-100314,500740,BR110,Money Market,USD,04/24/2020,,Active,3131.69
ACC-100576,500186,BR117,Checking,USD,16-09-2020,,Active,601.98
ACC-100920,500256,BR108,Money Market,USD,2018-11-12,,Dormant,32334.9
ACC-100779,500044,BR112,Savings,USD,08/19/2017,,Active,NULL
ACC-100347,500271,BR117,Checking,USD,05-06-2019,,Active,4106.36 usd
ACC-100984,500110,BR113,Savings,USD,2020-12-15,,Active,N/A
acc-100940,500062,BR109,CD,USD,2023-09-18,,Frozen,67702.99
ACC-101027,500274,BR117,   CD   ,USD,19/12/2025,,Active,78700.99 usd
ACC-100278,500427,BR106,CD,USD,null,,Active,66703.48
ACC-101263,500317,BR107,Money Market,USD,20180402,,Active,29093.65
ACC-100167,500322,BR108,CD,USD,28-02-2025,,Dormant,9768.99
ACC-100875,500368,BR100,Money Market,USD,30/06/2021,,Active,59523.98
ACC-101140,500332,BR117,Checking,USD,2023-11-25,,Active,19292.87 usd
ACC-100745,500618,BR100,Savings,USD,"Nov 18, 2020",,Active,71905.75
ACC-100982,500747,BR104,Savings,US$,"Jun 16, 2026",07/08/2026,Closed,null
ACC-100032,500437,BR110,SAVINGS,usd,"Aug 31, 2020",,Active,59724.67
ACC-100992,500297,BR103,CD,USD,20230924,,Active,76648.87
